"STATE","ENROLL","NAME","YRDATA","TOTALREV","TFEDREV","TSTREV","TLOCREV","TOTALEXP","TCURINST","TCURSSVC","TCURONON","TCAPOUT"
"New York",33345,"BUFFALO CITY SCH DIST",2016,995056,127470,745823,121763,936622,542901,235779,42594,19668
"New York",28886,"ROCHESTER CITY SCH DIST",2016,815738,81949,607089,126700,861186,451563,261654,37054,70826
"New York",981667,"NEW YORK CITY SCHOOL DISTRICT",2016,27448356,1739101,10568010,15141245,29620098,20766449,4786795,707408,2601694
"New York",20934,"SYRACUSE CITY SCH DIST",2016,458866,59438,328991,70437,465337,295434,124890,24531,4649
"New York",26728,"YONKERS CITY SCH DIST",2016,610386,43539,346918,219929,602650,395210,153293,12749,22174
"New York",793,"BERNE KNOX-WESTERLO CENTRAL SCH DIST",2016,21764,646,10818,10300,20846,11490,7362,379,374
"New York",4622,"BETHLEHEM CENTRAL SCH",2016,100592,1652,33256,65684,92677,50664,29173,1473,7084
"New York",1878,"RAVENA COEYMANS SELKIRK CENTRAL SCH DIST",2016,45007,1486,18986,24535,44032,26559,12808,766,3192
"New York",1870,"COHOES CITY SCH DIST",2016,41815,2896,23508,15411,39111,23962,11565,1657,544
"New York",4879,"SOUTH COLONIE CENTRAL SCH DIST",2016,101630,3379,31735,66516,95203,64398,24208,2907,1853
"New York",5513,"NORTH COLONIE CENTRAL SCHOOL DISTRICT",2016,106934,2743,26029,78162,102797,61185,31992,2646,5094
"New York",262,"MENANDS UNION FREE SCH DIST",2016,7807,172,1467,6168,7454,3268,2337,113,31
"New York",339,"GREEN ISLAND UNION FREE SCH DIST",2016,7145,306,3428,3411,6694,3811,2256,10,67
"New York",4906,"GUILDERLAND CENTRAL SCHOOL DISTRICT",2016,99344,2119,30496,66729,99692,57803,27025,1326,11758
"New York",1173,"VOORHEESVILLE CENTRAL SCH",2016,23823,474,7466,15883,22286,14050,6471,551,483
"New York",1293,"WATERVLIET CITY SCH DIST",2016,28153,1814,19487,6852,26597,16114,6670,955,457
"New York",9055,"ALBANY CITY SCHOOL DIST",2016,253662,16928,106616,130118,238131,153149,60679,5736,6089
"New York",645,"ALFRED-ALMOND CENTRAL SCH DIST 1",2016,12902,554,7949,4399,11926,7232,3304,325,442
"New York",344,"ANDOVER CENTRAL SCH DIST",2016,8952,501,6085,2366,7662,4081,2667,355,156
"New York",559,"ANGELICA-BELMONT CENTRAL SCHOOL DISTRICT",2016,15477,815,11860,2802,14611,7223,4432,587,271
"New York",365,"BELFAST CENTRAL SCH DIST",2016,9896,720,7572,1604,9015,4708,2593,317,432
"New York",819,"BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT",2016,19396,828,15655,2913,17006,9602,5038,513,1019
"New York",270,"CANASERAGA CENTRAL SCH DIST",2016,7143,346,4980,1817,6191,3479,2084,148,146
"New York",864,"CUBA-RUSHFORD SCHOOL DISTRICT",2016,21125,955,14512,5658,18930,10409,7044,423,801
"New York",384,"FRIENDSHIP CENTRAL SCH DIST",2016,10226,902,7842,1482,9306,5562,2502,241,152
"New York",666,"FILLMORE CENTRAL SCH DIST",2016,14788,736,11590,2462,16118,8284,3926,274,3034
"New York",253,"WHITESVILLE CENTRAL SCH DIST",2016,6631,277,4998,1356,5783,3155,1811,189,101
"New York",355,"SCIO CENTRAL SCH DIST 1",2016,9975,465,7720,1790,11150,5419,3303,293,1739
"New York",1323,"WELLSVILLE CTL SCH DIST",2016,29285,1564,20816,6905,25870,14444,7926,872,502
"New York",1585,"CHENANGO FORKS CENTRAL SCH DIST",2016,33028,1051,20612,11365,34481,18283,9903,681,4720
"New York",5786,"BINGHAMTON CITY SCH DIST",2016,144295,33546,70879,39870,137501,72859,29497,6885,23235
"New York",863,"HARPURSVILLE CENTRAL SCH DIST",2016,20730,1046,15446,4238,23073,14113,5365,614,2626
"New York",1539,"SUSQUEHANNA VAL CTL SCH",2016,38745,1555,22118,15072,36902,21038,10564,916,2463
"New York",1811,"CHENANGO VALLEY CENTRAL SCHOOL DIST",2016,37212,1371,19230,16611,40493,21344,10996,1051,6176
"New York",0,"SOUTH MOUNTAIN-HICKORY COMMON SCHOOL DIST",2016,342,0,26,316,178,0,4,0,0
"New York",3878,"UNION-ENDICOTT CTL SCH DIST",2016,80630,3412,42148,35070,81633,49052,21599,1831,6241
"New York",2562,"JOHNSON CITY CTL SCHOOL DIST",2016,54571,3534,28091,22946,58791,30723,13729,1419,9713
"New York",2468,"MAINE ENDWELL CENTRAL SCH DIST",2016,53576,1574,28876,23126,51710,28076,13108,918,6386
"New York",557,"DEPOSIT CENTRAL SCHOOL DIST",2016,15866,744,7295,7827,17346,8512,5008,398,2615
"New York",1469,"WHITNEY PT CTL SCH DIST",2016,35986,1662,26128,8196,34557,19425,8693,1309,1858
"New York",3353,"VESTAL CENTRAL SCH DIST",2016,74769,1680,29389,43700,71233,44358,21975,1101,1156
"New York",1693,"WINDSOR CENTRAL SCH DIST",2016,38436,1398,22507,14531,42291,22773,9690,1032,7613
"New York",1144,"ALLEGANY-LIMESTONE CSD",2016,23494,783,15832,6879,20738,11939,6536,496,473
"New York",269,"WEST VALLEY CENTRAL SCH DIST 4",2016,8922,284,5440,3198,8342,3997,3251,128,806
"New York",626,"ELLICOTTVILLE CENT SCH",2016,11650,451,3906,7293,15675,6562,3754,267,4885
"New York",717,"FRANKLINVILLE CENTRAL SCH DIST 1",2016,19885,1064,14997,3824,17767,10121,5844,500,704
"New York",435,"HINSDALE CENTRAL SCH DIST",2016,9383,506,7166,1711,8930,5091,2974,226,210
"New York",2186,"OLEAN CITY SCH DIST",2016,42449,3020,27471,11958,40354,24175,10900,1096,2429
"New York",1199,"GOWANDA CENTRAL SCH DIST",2016,30431,2478,22678,5275,27788,16337,9404,776,496
"New York",1017,"PORTVILLE CENTRAL SCH DIST",2016,17326,556,12638,4132,17192,8951,5629,523,1400
"New York",937,"RANDOLPH CENTRAL SCHOOL DIST",2016,20229,1378,13681,5170,17883,10455,5369,479,1004
"New York",1292,"SALAMANCA CITY SCH DIST",2016,34759,4957,27883,1919,27653,15314,9120,780,627
"New York",2515,"YORKSHIRE-PIONEER CTL SCH DIST",2016,53983,3020,39021,11942,59032,30073,14829,2247,9227
"New York",960,"CATTARAUGUS-LITTLE VALLEY CONSOLIDATED SCHOOL DISTRICT",2016,25433,883,19260,5290,23036,12040,6687,410,704
"New York",4293,"AUBURN CITY SCH DIST",2016,82582,6087,46177,30318,80780,52955,19008,3488,2669
"New York",828,"WEEDSPORT CENTRAL SCH",2016,18264,631,10708,6925,22563,10235,5179,481,5587
"New York",998,"CATO-MERIDIAN CENTRAL SCH DIST",2016,20645,710,14223,5712,19436,10829,6131,595,947
"New York",986,"PORT BYRON CTL SCH DIST",2016,21291,804,14614,5873,19249,11315,6039,457,785
"New York",1020,"MORAVIA CENTRAL SCH",2016,21967,821,13118,8028,21537,11355,5986,658,2284
"New York",671,"SOUTHERN CAYUGA CENTRAL SCH DIST",2016,17645,663,8970,8012,18343,9082,5285,320,3229
"New York",852,"UNION SPRINGS CENTRL SCHOOL DIST",2016,19048,991,10707,7350,18392,10758,5963,298,812
"New York",1416,"SOUTHWESTERN CENTRAL SCH DIST-JAMESTOWN",2016,27046,892,14943,11211,23958,13350,7510,367,486
"New York",832,"FREWSBURG CENTRAL SCHOOL DIST",2016,16462,588,11663,4211,15240,9061,4731,375,441
"New York",919,"CASSADAGA VAL CTL SCHOOL DIST",2016,21652,1042,15853,4757,20412,12691,5725,467,889
"New York",949,"CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT",2016,22023,857,8190,12976,20949,11997,6188,1003,623
"New York",620,"PINE VALLEY CENTRAL SCH DIST-SO. DAYTON",2016,15759,828,12068,2863,13926,6805,4907,549,589
"New York",463,"CLYMER CENTRAL SCH DIST",2016,10713,590,5992,4131,9653,5695,3005,221,248
"New York",2095,"DUNKIRK CITY SCH DIST",2016,43474,4065,28022,11387,41447,26130,10758,1194,1213
"New York",737,"BEMUS PT CENTRAL SCHOOL DIST",2016,13210,385,5062,7763,17222,8124,3943,161,4700
"New York",1177,"FALCONER CENTRAL SCHOOL DIST",2016,21668,1083,14459,6126,19010,11507,5910,471,434
"New York",1519,"FREDONIA CTL SCH DIST",2016,30826,1376,15658,13792,30163,18656,7879,523,2099
"New York",521,"FORESTVILLE CENTRAL SCH",2016,11402,501,7731,3170,11093,5955,3457,315,852
"New York",1095,"SILVER CREEK CENTRAL SCH DIST",2016,23611,1488,16705,5418,21709,12753,6552,587,1163
"New York",520,"PANAMA CENTRAL SCH DIST",2016,13107,443,9528,3136,11222,7068,3240,150,206
"New York",4918,"JAMESTOWN CITY SCH DIST",2016,90268,8060,67055,15153,93505,52827,18708,3745,14712
"New York",604,"BROCTON CENTRAL SCHOOL DIST",2016,18109,785,13460,3864,14646,9122,4207,345,170
"New York",163,"RIPLEY CENTRAL SCH DIST",2016,9148,312,7235,1601,10202,4202,2555,164,1947
"New York",399,"SHERMAN CENTRAL SCH DIST",2016,10123,747,6983,2393,9561,5470,2912,251,375
"New York",673,"WESTFIELD CTL SCH DIST",2016,15439,605,9758,5076,14955,9453,4215,338,724
"New York",6260,"ELMIRA CITY SCH DIST",2016,132034,9395,93370,29269,118645,66060,36872,4469,5102
"New York",1075,"ELMIRA HGTS CENTRAL SCH",2016,21660,1000,13555,7105,19094,12744,4874,526,338
"New York",4192,"HORSEHEADS CTL SCH DIST",2016,75496,2491,37244,35761,69800,42190,21865,1802,2679
"New York",566,"AFTON CENTRAL SCH DIST",2016,16794,624,11888,4282,15655,8956,5346,752,407
"New York",851,"BAINBRIDGE GUILFORD CTL SCHOOL DIST",2016,19732,786,12353,6593,17451,9962,6301,503,473
"New York",1009,"GREENE CENTRAL SCH DIST",2016,26626,1049,18437,7140,26587,13898,8156,671,1491
"New York",784,"UNADILLA VALLEY CENTRAL SCHOOL DISTRICT",2016,19555,892,14240,4423,18908,10237,6717,667,1101
"New York",1883,"NORWICH CITY SCH DIST",2016,41008,2185,28884,9939,41316,23283,12269,1141,2292
"New York",354,"OTSELIC VALLEY CENTRAL SCH DIST AT GEORGETOWN-SOUTH OTSELIC",2016,11024,614,7022,3388,10148,4619,3758,282,364
"New York",787,"OXFORD ACADEMY CTL SCH DIST",2016,22741,902,14521,7318,18136,10667,5524,557,565
"New York",1415,"SHERBURNE-EARVLVILLE CENTRAL SCH DIST 1",2016,32489,1385,24492,6612,30438,19134,9250,934,133
"New York",1150,"AUSABLE VALLEY CENTRAL SCHOOL DIST",2016,32414,976,19540,11898,28044,17714,8289,595,336
"New York",1882,"BEEKMANTOWN CENTRAL SCH",2016,44540,2353,23316,18871,40195,26051,10895,1383,1006
"New York",1355,"NORTHEASTERN CLINTON CENTRAL SCHOOL DIST",2016,29094,1395,18434,9265,26591,16802,7009,599,704
"New York",463,"CHAZY UNION FREE SCH DIST",2016,10341,400,5477,4464,10646,5508,3019,135,1421
"New York",810,"NORTHERN ADIRONDACK CENTRAL SCHOOL DIST",2016,21664,1120,15337,5207,19592,12086,6044,450,545
"New York",1891,"PERU CENTRAL SCH DIST",2016,44019,1548,27041,15430,40366,24194,12283,754,2010
"New York",1873,"PLATTSBURG CITY SCH DIST",2016,42341,2038,20677,19626,43394,27470,10933,990,3171
"New York",1469,"SARANAC CTL SCH DIST",2016,31726,1094,19310,11322,30456,19542,8892,592,880
"New York",588,"GERMANTOWN CENTRAL SCH",2016,14537,523,5883,8131,14034,9067,3895,217,585
"New York",1077,"CHATHAM CENTRAL SCH DIST",2016,29588,767,8697,20124,27526,15480,9847,939,666
"New York",1396,"TACONIC HILLS CENTRAL SCHOOL DISTRICT",2016,36598,1352,12810,22436,34465,19988,10634,980,593
"New York",1850,"HUDSON CITY SCH DIST",2016,50935,4831,23933,22171,47684,30141,12380,1138,337
"New York",1869,"KINDERHOOK CENTRAL SCH DIST",2016,38233,1126,15860,21247,37552,24854,10486,656,782
"New York",426,"NEW LEBANON CTL SCH DIST",2016,12947,367,4079,8501,11984,6438,4733,164,324
"New York",612,"CINCINNATUS CENTRAL SCH",2016,15307,644,11033,3630,14975,8658,3783,387,1267
"New York",520,"MC GRAW CTL SCH DIST",2016,12046,578,8766,2702,11103,6246,3480,624,454
"New York",2498,"CORTLAND CITY SCH DIST",2016,48330,2869,29505,15956,52052,30655,13978,1627,3101
"New York",2023,"HOMER CENTRAL SCH DIST",2016,41700,1514,24358,15828,45447,23725,10535,1014,8213
"New York",768,"MARATHON CENTRAL SCHOOL DISTRICT",2016,16449,783,11913,3753,20005,10243,3965,395,4749
"New York",105,"ANDES CENTRAL SCH DIST",2016,4136,180,1012,2944,3901,2157,1461,89,101
"New York",280,"DOWNSVILLE CENTRAL SCHOOL DIST",2016,9436,363,1467,7606,9815,4526,4201,194,165
"New York",379,"CHARLOTTE VALLEY CTL SCH",2016,10231,645,6302,3284,9208,5773,2624,232,203
"New York",737,"DELHI CENTRAL SCH DIST",2016,20119,679,10207,9233,18353,9584,6221,506,404
"New York",274,"FRANKLIN CENTRAL SCH DIST",2016,6760,288,4042,2430,6853,3564,2663,162,270
"New York",379,"HANCOCK CENTRAL SCH DIST",2016,10778,310,6139,4329,11383,5894,3461,319,1361
"New York",384,"MARGARETVILLE CENTRAL SCH DIST",2016,11457,484,3719,7254,9984,5918,2879,453,205
"New York",319,"ROXBURY CENTRAL SCHOOL DIST",2016,11098,374,4915,5809,10792,6107,3135,1272,278
"New York",1093,"SIDNEY CENTRAL SCH DIST",2016,26181,1186,18599,6396,26225,12680,8343,672,3134
"New York",337,"STAMFORD CENTRAL SCH DIST",2016,10404,395,6109,3900,9660,5169,3223,628,301
"New York",409,"SOUTH KORTRIGHT CENTRAL SCHOOL DIST",2016,9515,316,4877,4322,9768,5273,3108,330,792
"New York",1001,"WALTON CENTRAL SCH DIST",2016,21452,1275,14109,6068,19573,11944,6263,499,109
"New York",8572,"ARLINGTON CENTRAL SCH DIST",2016,207413,3869,70811,132733,207908,117502,57110,3671,21719
"New York",3027,"BEACON CITY SCH DIST",2016,68708,2589,31123,34996,67122,37604,17572,1838,5254
"New York",1363,"DOVER U F SCH DIST",2016,30671,1082,12800,16789,30674,18616,10228,1039,417
"New York",3600,"HYDE PARK CENTRAL SCH DIST",2016,91903,3208,35744,52951,87472,53750,27755,1612,2766
"New York",769,"NORTHEAST CENTRAL SCH DIST",2016,19777,656,6679,12442,18272,11551,5442,350,394
"New York",1220,"PAWLING CENTRAL SCH DIST",2016,37581,599,8509,28473,34472,19278,12278,748,1149
"New York",969,"PINE PLAINS CENTRAL SCH",2016,29717,690,8167,20860,29466,17082,10145,528,1686
"New York",4454,"POUGHKEEPSIE CITY SCH",2016,104511,11389,65873,27249,98958,69112,22255,3966,822
"New York",1459,"SPACKENKILL UNION FREE SCH DIST",2016,42725,641,10615,31469,41773,26225,12951,582,1292
"New York",1904,"RED HOOK CENTRAL SCH DIST",2016,50797,974,19116,30707,51594,30818,14493,759,3986
"New York",1108,"RHINEBECK CENTRAL SCH",2016,31059,613,5208,25238,30522,18858,9939,281,161
"New York",11168,"WAPPINGER CENTRAL SCH DIST",2016,220064,5767,67436,146861,227382,139291,65479,4265,15999
"New York",970,"MILLBROOK CENTRAL SCH DIST",2016,30441,450,7086,22905,29323,17189,9903,390,431
"New York",1642,"ALDEN CENTRAL SCH DIST",2016,34041,1252,18079,14710,33740,17123,10139,1224,4826
"New York",9972,"WILLIAMSVILLE CENTRAL SCH",2016,178955,5031,53570,120354,170239,105945,48481,2864,9000
"New York",3156,"SWEET HOME CENTRAL SCH DIST",2016,75252,2874,26892,45486,83952,44755,19657,2057,14134
"New York",2111,"CHEEKTOWAGA CENTRAL SCH DIST",2016,44376,3139,17818,23419,41752,25584,14051,1194,272
"New York",2230,"CHEEKTOWAGA-MARYVALE UNION FREE SCH DIST",2016,44352,1836,22319,20197,39821,21679,12704,1492,878
"New York",1285,"CLEVELAND HILLS U F SCH DIST",2016,30069,1425,17703,10941,27301,16664,8628,693,249
"New York",4484,"CLARENCE CENTRAL SCHOOL DISTRICT",2016,77530,1887,26971,48672,78049,47221,18369,1418,7316
"New York",1759,"SPRINGVILLE-GRIFFITH INST CENTRAL SCH DIST",2016,37386,1169,20520,15697,34700,20991,11418,458,753
"New York",1859,"DEPEW UNION FREE SCH DIST",2016,40701,1493,22565,16643,38225,23228,11602,789,410
"New York",1800,"EAST AURORA UNION FREE SCHOOL DIST",2016,31639,881,10159,20599,34492,18569,9733,535,3885
"New York",1419,"EDEN CENTRAL SCH DIST",2016,27606,716,12755,14135,24998,14731,8072,534,1098
"New York",2314,"IROQUOIS CENTRAL SCH DIST",2016,46530,1090,17325,28115,45074,27765,14608,507,1509
"New York",2469,"EVANS BRANT CENTRAL SCH DIST",2016,55392,2611,35143,17638,53123,31592,17559,1227,817
"New York",2958,"GRAND ISLAND CENTRAL SCH",2016,55308,1520,21434,32354,64552,35338,15466,1709,11124
"New York",4929,"FRONTIER CENTRAL SCH DIST",2016,81491,3003,38695,39793,76071,48689,20254,1960,3757
"New York",3572,"HAMBURG CENTRAL SCH DIST",2016,67504,1645,28759,37100,65501,41197,18427,1083,2052
"New York",919,"HOLLAND CENTRAL SCH DIST",2016,18306,885,10015,7406,17347,9918,5897,293,474
"New York",6949,"KENMORE-TONAWANDA UF SCHOOL DIST",2016,160618,6144,72673,81801,157010,101839,41690,3632,8105
"New York",1772,"LACKAWANNA CITY SCH DIST",2016,49083,2858,34620,11605,48316,35374,10054,1055,395
"New York",5764,"LANCASTER CENTRAL SCH",2016,96651,3204,41386,52061,97620,52626,29317,1809,9467
"New York",1408,"AKRON CENTRAL SCH DIST",2016,30475,1538,19127,9810,29180,15699,8008,639,2848
"New York",633,"NORTH COLLINS CENTRAL SCHOOL DISTRICT",2016,15610,564,9260,5786,13652,7870,4521,216,470
"New York",4861,"ORCHARD PARK CENTRAL SCH",2016,93006,1941,30052,61013,92114,58630,25365,1111,3993
"New York",1401,"CHEEKTOWAGA-SLOAN UNION FREE SCH DIST",2016,33441,1301,19200,12940,30156,19153,8663,770,1023
"New York",1736,"TONAWANDA CITY SCH DIST",2016,34000,1487,21355,11158,30755,18145,10057,884,374
"New York",6700,"WEST SENECA CTL SCHOOL DIST",2016,120318,4289,56578,59451,111006,66522,34301,2550,1165
"New York",2970,"AMHERST CENTRAL SCHOOL DIST",2016,55733,2331,18185,35217,65619,32603,16961,1770,11218
"New York",283,"CROWN POINT CENTRAL SCH",2016,6698,289,4947,1462,6139,3840,1970,139,82
"New York",247,"ELIZABETHTOWN LEWIS CENTRAL SCHOOL DIST",2016,8132,265,4381,3486,7513,4182,2637,146,295
"New York",162,"KEENE CENTRAL SCH DIST",2016,5941,160,841,4940,5197,3016,1786,131,117
"New York",118,"MINERVA CENTRAL SCH DIST",2016,4918,128,1452,3338,4520,2683,1520,104,10
"New York",723,"MORIAH CENTRAL SCH DIST",2016,16916,938,12513,3465,14843,8890,3932,401,231
"New York",88,"NEWCOMB CENTRAL SCH DIST",2016,5499,67,734,4698,4697,2355,1889,134,164
"New York",647,"LAKE PLACID CENTRAL SCH DIST",2016,18919,577,3109,15233,17457,10393,5891,302,379
"New York",207,"SCHROON LAKE CENTRAL SCHOOL DIST",2016,7702,249,1242,6211,7242,4238,1820,154,205
"New York",831,"TICONDEROGA CENTRAL SCH DIST",2016,20651,956,7757,11938,21014,11401,5470,398,1996
"New York",222,"WESTPORT CENTRAL SCHOOL DIST",2016,6116,230,2531,3355,5607,3762,1589,124,50
"New York",271,"WILLSBORO CENTRAL SCH",2016,7909,264,2683,4962,7554,4734,1962,152,16
"New York",534,"CHATEAUGAY CENTRAL SCH",2016,13217,724,8998,3495,11972,7417,3618,251,201
"New York",1599,"SALMON RIVER CENTRAL SCH DIST",2016,40224,3155,34528,2541,49286,22462,12147,1631,11500
"New York",2334,"MALONE CENTRAL SCH DIST",2016,50965,2657,36121,12187,58773,28437,14833,1267,11609
"New York",771,"BRUSHTON MOIRA CTL SCH",2016,18425,1111,14659,2655,16692,10174,4617,482,324
"New York",1203,"SARANAC LAKE CTL SCHOOL DIST",2016,30179,1228,9096,19855,26883,16750,8791,463,488
"New York",805,"TUPPER LAKE CENTRAL SCHOOL DIST",2016,17724,610,9533,7581,17386,10964,4636,422,1160
"New York",280,"ST REGIS FALLS CENTL SCH DIST",2016,8166,359,5351,2456,7553,4388,2441,166,187
"New York",1836,"BROADALBIN-PERTH CENTRAL SCHOOL",2016,34057,1210,19839,13008,31573,19079,9303,757,676
"New York",143,"WHEELERVILLE UN FREE SCH DIST",2016,4022,190,1750,2082,4096,2356,1332,139,41
"New York",2831,"GLOVERSVILLE CITY SCH",2016,64263,4305,45956,14002,59465,37907,14476,1604,1222
"New York",1771,"JOHNSTOWN CITY SCH DIST",2016,30665,1465,21271,7929,34131,19232,9527,805,4026
"New York",923,"MAYFIELD CENTRAL SCHOOL DIST",2016,17347,568,10165,6614,16164,10393,4767,331,493
"New York",475,"NORTHVILLE CENTRAL SCH DIST",2016,10889,548,4173,6168,9653,5926,2943,198,320
"New York",768,"OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD",2016,19760,1082,14515,4163,17402,10721,5480,444,403
"New York",872,"ALEXANDER CENTRAL SCH",2016,17158,403,11553,5202,16385,9785,4872,151,1104
"New York",2315,"BATAVIA CITY SCH DIST",2016,45585,2606,25454,17525,48945,28221,15509,1181,2613
"New York",984,"BRYON BERGEN CENTRAL SCH",2016,23289,1110,14706,7473,20372,11189,7162,474,429
"New York",415,"ELBA CENTRAL SCH DIST",2016,9353,378,6334,2641,8384,5201,2523,221,156
"New York",1249,"LE ROY CENTRAL SCH DIST",2016,23813,957,14632,8224,25109,12900,7538,649,2770
"New York",831,"OAKFIELD-ALABAMA CTL SCH DIST",2016,18358,665,12686,5007,23870,10285,5360,431,6623
"New York",717,"PAVILION CENTRAL SCHOOL DIST",2016,17645,673,12054,4918,19102,8984,5593,349,3769
"New York",925,"PEMBROOKE CTL SCH DIST",2016,20968,814,13402,6752,20549,11767,6600,341,392
"New York",1219,"CAIRO-DURHAM CENTRAL SCH DIST",2016,29327,1696,14879,12752,27941,16275,8849,582,1563
"New York",1609,"CATSKILL CTL SCH DIST",2016,41073,1493,19346,20234,39017,23144,11365,724,594
"New York",1384,"COXSACKIE ATHENS CTL SCH DIST",2016,28990,989,11098,16903,27542,15977,9880,611,315
"New York",1173,"GREENVILLE CTL SCH DIST",2016,29059,754,12908,15397,34431,16990,8974,448,7543
"New York",361,"HUNTER TANNERSVILLE CTL SCH DIST",2016,13808,531,2490,10787,12224,7097,3963,271,278
"New York",302,"WINDHAM ASHLAND JEWETT CENTRAL SCH DIST",2016,11584,275,1690,9619,11422,6132,3746,125,243
"New York",0,"PISECO COMMON SCH DIST",2016,1028,0,23,1005,988,52,405,5,388
"New York",117,"INDIAN LAKE CENTRAL SCH",2016,5840,71,956,4813,5945,3138,1922,174,581
"New York",20,"INLET COMMON SCH DIST",2016,1468,39,33,1396,1378,414,331,0,5
"New York",100,"LAKE PLEASANT CENTRAL SCH DIST",2016,4714,118,792,3804,4110,2280,1327,146,74
"New York",60,"LONG LAKE CENTRAL SCH DIST",2016,3544,38,719,2787,3779,1912,1381,124,362
"New York",0,"RAQUETTE LAKE UNION FREE SCHOOL DIST",2016,198,0,1,197,132,3,103,0,3
"New York",148,"WELLS CENTRAL SCH DIST",2016,5710,168,1307,4235,4982,2937,1751,123,70
"New York",700,"WEST CANADA VALLEY CENTRAL SCHOOL DIST",2016,15966,502,10719,4745,15099,8795,4955,329,530
"New York",979,"FRANKFORT SCHUYLER CENTRAL SCH DIST",2016,19246,561,12341,6344,17757,10768,6021,85,431
"New York",1218,"HERKIMER CENTRAL SCHOOL DIST",2016,24172,826,15615,7731,20777,13277,5787,115,367
"New York",1079,"LITTLE FALLS CITY SCH DIST",2016,23205,1132,14493,7580,21382,13092,6859,566,357
"New York",928,"DOLGEVILLE CENTRAL SCH",2016,18317,939,13155,4223,21764,10874,5099,495,4749
"New York",599,"POLAND CENTRAL SCH DIST",2016,13595,399,6917,6279,12305,7617,4259,23,278
"New York",191,"VAN HORNESVILLE-OWEN YOUNG CNTRL SCH DIST",2016,6093,204,4146,1743,4731,2203,1957,44,378
"New York",273,"WEBB TOWN UNION FREE SCH DIST",2016,7848,171,1128,6549,7578,4063,3060,125,330
"New York",1123,"MOUNT MARKHAM CENTRAL SCHOOL DISTRICT",2016,24916,649,18497,5770,25518,13083,7493,95,3333
"New York",2372,"CENTRAL VALLEY CENTRAL SCHOOL DISTRICT",2016,49487,3505,38883,7099,47153,29373,10602,970,3667
"New York",1946,"SOUTH JEFFERSON CENTRAL SCH DIST",2016,31811,1492,23432,6887,31509,18750,8542,840,1821
"New York",589,"ALEXANDRIA CENTRAL SCH DIST",2016,12847,713,5177,6957,11965,7093,3635,326,749
"New York",3915,"INDIAN RIVER CTL SCHOOL DIST",2016,79027,21620,51683,5724,90071,43588,25770,2164,14949
"New York",1535,"GEN BROWN CENTRAL SCH",2016,22431,1073,13933,7425,20390,12614,5985,684,441
"New York",3251,"CARTHAGE CENTRAL SCHOOL DIST",2016,66263,18058,39017,9188,58952,33468,18027,1775,3483
"New York",980,"THOUSAND ISLANDS CENTRAL SCH DIST",2016,21819,843,9530,11446,22776,10955,6637,477,4038
"New York",490,"BELLEVILLE HENDERSON CENTRAL SCH",2016,9811,563,5089,4159,10421,5371,2562,601,1542
"New York",452,"SACKETS HARBOR CENTRAL SCH DST",2016,8413,526,4038,3849,7824,4892,2199,192,198
"New York",363,"LYME CENTRAL SCHOOL DISTRICT",2016,8698,933,3831,3934,7446,4780,1843,220,268
"New York",559,"LAFARGEVILLE CENTRAL SCH",2016,10483,554,6130,3799,9412,5708,2802,289,166
"New York",3962,"WATERTOWN CITY SCH DIST",2016,66925,6973,42701,17251,64598,40361,17459,2420,1251
"New York",431,"COPENHAGEN CENTRAL SCH DIST",2016,10332,518,7658,2156,9563,5554,2768,230,169
"New York",416,"HARRISVILLE CENTRAL SCH DIST",2016,9444,684,5283,3477,9304,5859,2837,243,261
"New York",1397,"LOWVILLE CENTRAL SCHOOL DIST",2016,26602,935,18120,7547,28458,15238,6894,1057,3199
"New York",896,"BEAVER RIVER CENTRAL SCH DIST",2016,16810,496,11305,5009,17654,9046,4757,607,2819
"New York",1072,"SOUTH LEWIS CENTRAL SCH DIST 1",2016,25846,813,16941,8092,24743,14282,7812,723,508
"New York",1009,"AVON CENTRAL SCH DIST",2016,19789,613,10416,8760,24367,9544,5846,734,7784
"New York",823,"CALEDONIA-MUMFORD CTL SCH DIST",2016,17896,604,10936,6356,17280,9666,5322,460,1292
"New York",1543,"DANSVILLE CENTRAL SCH DIST",2016,33123,1732,24037,7354,29035,17785,9488,807,109
"New York",905,"GENESEO CENTRAL SCH DIST",2016,18964,650,8295,10019,18437,11429,5324,271,367
"New York",1620,"LIVONIA CENTRAL SCH DIST",2016,33347,1000,17240,15107,31446,18650,10272,695,945
"New York",548,"MOUNT MORRIS CENTRAL SCH",2016,14340,605,9874,3861,15335,7133,4204,349,3150
"New York",715,"KESHEQUA CENTRAL SCHOOL DISTRICT",2016,20807,631,15509,4667,16046,8801,5246,457,295
"New York",706,"YORK CENTRAL SCH DIST",2016,16661,594,11046,5021,15191,8294,4798,561,1014
"New York",233,"BROOKFIELD CENTRAL SCH DIST",2016,6127,279,4493,1355,5337,2994,1938,118,75
"New York",1480,"CAZENOVIA CENTRAL SCH",2016,28533,756,10837,16940,31096,15491,8665,483,5449
"New York",1410,"CANASTOTA CENTRAL SCHOOL DIST",2016,27220,1214,16224,9782,26957,16208,7782,863,1510
"New York",421,"DERUYTER CENTRAL SCHOOL DIST",2016,10037,458,6205,3374,9850,6014,2989,393,240
