"STATE","ENROLL","NAME","YRDATA","TOTALREV","TFEDREV","TSTREV","TLOCREV","TOTALEXP","TCURINST","TCURSSVC","TCURONON","TCAPOUT"
"New York",1444,"DOBBS FERRY UNION FREE SCHOOL DISTRICT",2008,38643,514,8922,29207,34001,20517,10421,525,820
"New York",3023,"EASTCHESTER UNION FREE SCHOOL DISTRICT",2008,64869,699,13982,50188,65720,40876,20666,650,2400
"New York",1953,"IRVINGTON UF SCH DIST",2008,48916,455,7629,40832,45315,28025,13676,467,509
"New York",2244,"ARDSLEY UF SCH DIST",2008,54946,559,12575,41812,53145,32913,15407,1371,1389
"New York",1928,"EDGEMONT UF SCH DIST",2008,44200,421,7102,36677,39710,26437,11589,402,365
"New York",1826,"GREENBURGH CTL SCH DIST",2008,58451,1570,17143,39738,52789,30175,20138,1070,699
"New York",1005,"ELMSFORD UF SCH DIST",2008,27528,573,4754,22201,26035,16060,9279,287,133
"New York",3480,"HARRISON CENTRAL SCHOOL DIST",2008,98183,1480,10639,86064,95056,53742,35713,1393,2804
"New York",1613,"HASTINGS ON HUDSON UNION FREE SCHOOL DIST",2008,40088,326,10761,29001,36917,23930,11176,0,527
"New York",4974,"MAMARONECK UF SCH DIST",2008,116285,1630,19439,95216,114032,69751,32566,868,7570
"New York",352,"POCANTICO HILLS CTL SCH DIST AT N TARRYTWN",2008,21560,349,3986,17225,23087,9667,7150,738,599
"New York",1528,"VALHALLA UF SCH DIST",2008,38075,407,7396,30272,39155,24832,12300,0,984
"New York",9609,"MT VERNON CITY SCH DIST",2008,195057,9789,101665,83603,208164,126876,57948,3811,9138
"New York",4245,"CHAPPAQUA CENTRAL SCHOOL DIST",2008,106558,974,16007,89577,98331,57900,34856,2243,610
"New York",10532,"NEW ROCHELLE CITY SCH",2008,216871,7928,55510,153433,212580,125640,70372,3621,6763
"New York",1349,"NORTH SALEM CENTRAL SCHOOL DIST",2008,37614,439,6272,30903,35939,21165,11651,449,1824
"New York",4276,"OSSINING UNION FREE SCH DIST",2008,100743,2764,28619,69360,97268,56989,32938,2284,3249
"New York",1752,"BRIARCLIFF MANOR U F SCH DIST",2008,49847,399,8362,41086,46529,27299,16255,570,451
"New York",2932,"PEEKSKILL CITY SCH DIST",2008,76232,4468,43226,28538,91971,47491,19525,1037,20013
"New York",2687,"PELHAM UF SCH DIST 1",2008,56344,846,10503,44995,51909,33622,15911,699,195
"New York",1825,"PLEASANTVILLE UNION FREE SCH DIST",2008,38958,462,10037,28459,38195,23943,10100,453,1998
"New York",3801,"PORT CHESTER-RYE UNION FREE SCHOOL DIST",2008,70779,1184,22414,47181,78291,43089,19314,2077,12119
"New York",2995,"RYE CITY SCH DIST",2008,67046,776,8883,57387,70767,39035,18454,1578,9990
"New York",1452,"RYE NECK UNION FREE SCHOOL DIST",2008,32668,455,5082,27131,34490,19296,9698,543,4352
"New York",1506,"BLIND BROOK-RYE UF SCH DIST",2008,35456,272,5754,29430,34082,19725,10918,395,881
"New York",4714,"SCARSDALE UNION FREE SCHOOL DIST",2008,122137,825,14172,107140,121348,73536,33246,1361,9699
"New York",3382,"SOMERS CENTRAL SCH DIST",2008,76768,1843,18801,56124,100995,44440,22720,2479,28883
"New York",2566,"TARRYTOWN U F SCH DIST 1",2008,60618,2112,17186,41320,87971,38883,15528,932,30502
"New York",995,"TUCKAHOE UNION FREE SCHOOL DIST",2008,26722,446,5409,20867,32606,13930,8543,300,8729
"New York",7234,"WHITE PLAINS CITY SCH",2008,185200,5319,36468,143413,195544,112284,59704,4881,15919
"New York",6382,"LAKELAND CENTRAL SCH DIST",2008,140901,2644,60845,77412,135724,82830,40797,2636,6169
"New York",4034,"YORKTOWN CENTRAL SCHOOL DIST",2008,85083,1517,27240,56326,84848,52823,24541,1233,4660
"New York",1978,"MT PLEASANT CENTRAL SCH DIST",2008,49053,595,10957,37501,46821,28773,15437,450,392
"New York",2818,"BYRUM HILLS-C.S.D.",2008,73350,559,8625,64166,67293,38436,22397,799,1379
"New York",1661,"ATTICA CENTRAL SCH DIST",2008,27621,1269,17934,8418,26691,14412,7414,536,3117
"New York",1066,"LETCHWORTH CENTRAL SCH",2008,17220,751,12836,3633,15755,9315,4973,335,732
"New York",163,"WYOMING CTL SCH DIST",2008,4394,169,2759,1466,4862,2035,1537,79,823
"New York",977,"PERRY CENTRAL SCH DIST",2008,16673,673,11036,4964,16279,9197,4772,380,989
"New York",1031,"WARSAW CENTRAL SCH DIST",2008,18406,784,12196,5426,18350,9700,5522,436,1622
"New York",1828,"PENN YAN CENTRAL SCH DIST",2008,32330,2159,15669,14502,32120,18689,9960,901,1876
"New York",932,"DUNDEE CENTRAL SCH DIST",2008,13904,1277,8815,3812,12636,7695,3844,383,454
"New York",45721,"BUFFALO CITY SCH DIST",2001,553335,68983,390032,94320,601269,357236,191661,21726,22479
"New York",36294,"ROCHESTER CITY SCH DIST",2001,486815,55678,301568,129569,517848,280203,142990,22707,41895
"New York",1066516,"NEW YORK CITY SCH DIST",2001,12051996,1016645,5872276,5163075,14468373,8820578,2642103,543120,2002823
"New York",23015,"SYRACUSE CITY SCH DIST",2001,268195,34977,180131,53087,279119,167299,69437,14070,20059
"New York",26237,"YONKERS CITY SCH DIST",2001,359732,26932,212676,120124,391534,226200,114340,8934,32364
"New York",1152,"BERNE KNOX-WESTERLO CENTRAL SCH DIST",2001,14254,571,7935,5748,13962,8966,3833,347,652
"New York",4862,"BETHLEHEM CENTRAL SCH",2001,50061,903,15667,33491,50758,27431,17012,739,3653
"New York",2399,"RAVENA COEYMANS SELKIRK CENTRAL SCH",2001,30058,1094,13797,15167,29238,18109,9086,686,969
"New York",2083,"COHOES CITY SCH DIST",2001,28865,2041,17120,9704,29239,14018,7518,1070,5709
"New York",5796,"SOUTH COLONIE CENTRAL SCH DIST",2001,62351,1293,21135,39923,60555,37364,16998,2450,1973
"New York",5500,"NORTH COLONIE CENTRAL SCHOOL DISTRIC",2001,53229,1098,13140,38991,52712,30023,16949,1531,2754
"New York",223,"MENANDS UNION FREE SCH DIST",2001,4626,105,441,4080,4233,1942,1254,93,92
"New York",183,"MAPLEWOOD-COLONIE COMMON SCH DIST",2001,1666,37,554,1075,1667,1057,474,7,7
"New York",305,"GREEN ISLAND UNION FREE SCH DIST",2001,3545,117,1679,1749,3552,2264,1204,28,48
"New York",5668,"GUIDERLAND CENTRAL SCH DIST",2001,60418,1176,22164,37078,59143,35298,18121,1281,2279
"New York",1306,"VOORHEESVILLE CENTRAL SCH",2001,14753,230,5836,8687,15048,9095,4225,306,1101
"New York",1485,"WATERVLIET CITY SCH DIST",2001,16524,1105,9984,5435,15433,10097,4243,628,113
"New York",10111,"ALBANY CITY SCHOOL DIST",2001,134505,11543,45799,77163,124247,81340,34117,5223,831
"New York",750,"ALFRED-ALMOND CENTRAL SCH DIST 1",2001,8074,290,4884,2900,7265,4341,2090,207,198
"New York",386,"ANDOVER CENTRAL SCH DIST",2001,5254,350,3516,1388,5184,2610,1485,230,638
"New York",779,"ANGELICA-BELMONT CENTRAL SCHOOL DIST",2001,9584,630,7336,1618,9927,4653,2785,644,1602
"New York",523,"BELFAST CENTRAL SCH DIST",2001,5354,472,4028,854,5510,3189,1656,199,385
"New York",999,"BOLIVAR-RICHBURG CENTRAL SCHOOL DIST",2001,14693,635,12583,1475,17300,7268,4160,364,4815
"New York",322,"CANASERAGA CENTRAL SCH DIST",2001,4422,150,3077,1195,4184,2478,1147,165,281
"New York",1200,"CUBA-RUSHFORD SCHOOL DISTRICT",2001,14510,997,10378,3135,16369,8582,4572,401,2460
"New York",357,"FRIENDSHIP CENTRAL SCH DIST",2001,5367,476,4060,831,5642,3242,1638,196,544
"New York",734,"FILLMORE CENTRAL SCH DIST",2001,9016,565,6470,1981,9295,4803,2281,228,1580
"New York",320,"WHITESVILLE CENTRAL SCH DIST",2001,3688,134,2677,877,3717,2069,1137,110,224
"New York",536,"SCIO CENTRAL SCH DIST 1",2001,7617,474,5816,1327,10369,3465,2594,289,3472
"New York",1536,"WELLSVILLE CTL SCH DIST",2001,15418,1189,10086,4143,15355,9292,4997,545,360
"New York",2005,"CHENANGO FORKS CENTRAL SCH DIST",2001,24000,695,16583,6722,26347,12202,6419,654,5732
"New York",6299,"BINGHAMTON CITY SCH DIST",2001,69060,5348,38846,24866,69485,42577,17693,3564,3828
"New York",1175,"HARPURSVILLE CENTRAL SCH DIST",2001,12863,713,9436,2714,11325,7151,3070,416,520
"New York",2196,"SUSQUEHANNA VAL CTL SCH",2001,23711,915,15089,7707,31215,13499,6904,967,8792
"New York",2038,"CHENANGO VALLEY CENTRAL SCHOOL DIST",2001,20630,564,12066,8000,21631,13031,6073,539,1596
"New York",0,"SOUTH MOUNTAIN-HICKORY COMMON SCHOOL",2001,182,0,21,161,157,0,0,0,0
"New York",4568,"UNION-ENDICOTT CTL SCH DIST",2001,47745,1497,24325,21923,50839,28404,14914,1266,5043
"New York",2593,"JOHNSON CITY CTL SCHOOL DIST",2001,32450,1707,16723,14020,33356,19768,8929,1226,2903
"New York",2720,"MAINE ENDWELL CENTRAL SCH DIST",2001,27736,825,16205,10706,37662,16776,8794,689,10573
"New York",730,"DEPOSIT CENTRAL SCHOOL DIST",2001,10199,534,4968,4697,9355,6031,2320,324,172
"New York",2080,"WHITNEY PT CTL SCH DIST",2001,20380,1231,15804,3345,19511,12457,4903,754,718
"New York",4301,"VESTAL CENTRAL SCH DIST",2001,42629,1005,19050,22574,44122,25304,12501,652,4606
"New York",2113,"WINDSOR CENTRAL SCH DIST",2001,21800,602,14011,7187,31529,12323,5752,743,11448
"New York",1548,"ALLEGANY-LIMESTONE CSD",2001,20309,552,16029,3728,16915,9293,4652,403,1943
"New York",520,"WEST VALLEY CENTRAL SCH DIST 4",2001,6357,209,4442,1706,9331,3449,1701,203,3420
"New York",742,"ELLICOTTVILLE CENT SCH",2001,7944,212,3502,4230,7263,4410,2340,237,154
"New York",996,"FRANKLINVILLE CENTRAL SCH DIST 1",2001,13444,762,10308,2374,14232,7116,3429,431,2264
"New York",532,"HINSDALE CENTRAL SCH DIST",2001,7118,402,5577,1139,9389,3766,1855,174,3100
"New York",2667,"OLEAN CITY SCH DIST",2001,33188,2281,23310,7597,46187,16593,6491,1234,20007
"New York",999,"GOWANDA CENTRAL SCH DIST",2001,18602,1329,12443,4830,20908,9807,4482,519,5254
"New York",1239,"PORTVILLE CENTRAL SCH DIST",2001,12176,353,9323,2500,13910,6540,3169,359,3074
"New York",1057,"RANDOLPH CENTRAL SCHOOL DIST",2001,17635,848,12724,4063,25600,6786,3694,335,13738
"New York",1528,"SALAMANCA CITY SCH DIST",2001,18167,2399,13709,2059,16998,10628,5098,518,231
"New York",3251,"YORKSHIRE-PIONEER CTL SCH DIST",2001,36119,1966,26460,7693,37274,21445,11192,1125,2643
"New York",1233,"CATTARAUGUS-LITTLE VALLEY CONSOLIDAT",2001,15671,746,11604,3321,15608,8563,4814,364,1594
"New York",5039,"AUBURN CITY SCH DIST",2001,53475,5275,32086,16114,53305,31503,12224,3239,3918
"New York",1051,"WEEDSPORT CENTRAL SCH",2001,10942,279,6401,4262,9758,5799,2665,211,501
"New York",1372,"CATO-MERIDIAN CENTRAL SCH DIST",2001,12991,615,9537,2839,12161,7307,3457,705,302
"New York",1227,"PORT BYRON CTL SCH DIST",2001,12875,467,9633,2775,12155,7440,3289,326,413
"New York",1235,"MORAVIA CENTRAL SCH",2001,12762,577,8515,3670,12595,7702,3762,382,239
"New York",1208,"SOUTHERN CAYUGA CENTRAL SCH DIST",2001,13414,591,8719,4104,17345,7191,3173,348,5883
"New York",1161,"UNION SPRINGS CENTRL SCHOOL DIST",2001,13563,929,7535,5099,13318,7227,4710,307,897
"New York",1823,"SOUTHWESTERN CENTRAL SCH DIST-JAMEST",2001,19659,506,10476,8677,23120,11114,4988,400,4886
"New York",1055,"FREWSBURG CENTRAL SCHOOL DIST",2001,11407,384,8505,2518,12286,6160,2964,330,2031
"New York",1451,"CASSADAGA VAL CTL SCHOOL DIST",2001,15900,1005,11670,3225,15632,8969,4077,499,1705
"New York",1071,"CHAUTAUQUA LAKE CENTRAL SCHOOL DIST",2001,23839,492,14478,8869,26778,7482,4603,602,12558
"New York",840,"PINE VALLEY CENTRAL SCH DIST-SO. DAY",2001,9925,565,7136,2224,13278,5011,3021,381,4535
"New York",497,"CLYMER CENTRAL SCH DIST",2001,7108,243,4744,2121,8156,4011,1719,195,1931
"New York",2123,"DUNKIRK CITY SCH DIST",2001,30549,2365,17170,11014,27685,18725,7095,773,330
"New York",899,"BEMUS PT CENTRAL SCHOOL DIST",2001,8964,206,4615,4143,10032,4724,2670,234,1931
"New York",1488,"FALCONER CENTRAL SCHOOL DIST",2001,15560,606,8903,6051,25852,7803,3969,361,13534
"New York",1968,"FREDONIA CTL SCH DIST",2001,19157,1232,10721,7204,34631,12179,5515,636,15843
"New York",641,"FORESTVILLE CENTRAL SCH",2001,7263,380,4835,2048,6950,4173,2179,223,256
"New York",1334,"SILVER CREEK CENTRAL SCH DIST",2001,15565,549,11367,3649,14537,8796,3783,331,988
"New York",849,"PANAMA CENTRAL SCH DIST",2001,11835,299,8751,2785,9685,5180,2236,164,1613
"New York",5294,"JAMESTOWN CITY SCH DIST",2001,66185,4634,46553,14998,68427,37476,12965,3544,13404
"New York",797,"BROCTON CENTRAL SCHOOL DIST",2001,9199,552,6607,2040,9770,6435,2433,305,545
"New York",412,"RIPLEY CENTRAL SCH DIST",2001,6060,304,4260,1496,8445,3603,1647,258,2929
"New York",557,"SHERMAN CENTRAL SCH DIST",2001,6769,321,4981,1467,6201,3922,1509,202,244
"New York",1014,"WESTFIELD CTL SCH DIST",2001,12112,204,7881,4027,11114,7123,2838,434,171
"New York",7740,"ELMIRA CITY SCH DIST",2001,87324,7068,60323,19933,92567,52057,25096,3846,10161
"New York",1228,"ELMIRA HGTS CENTRAL SCH",2001,13302,524,8584,4194,13046,8045,3641,330,588
"New York",4504,"HORSEHEADS CTL SCH DIST",2001,48151,1423,26978,19750,44943,25808,14822,1413,2386
"New York",748,"AFTON CENTRAL SCH DIST",2001,9217,472,6429,2316,9290,5229,2694,527,539
"New York",1067,"BAINBRIDGE GUILFORD CTL SCHOOL DIST",2001,11560,451,7948,3161,13625,6593,3363,466,3124
"New York",1437,"GREENE CENTRAL SCH DIST",2001,15529,593,10899,4037,15248,8370,4148,498,1497
"New York",1034,"UNADILLA VALLEY CENTRAL SCHOOL DIST",2001,12387,641,8934,2812,12969,6359,3270,566,2117
"New York",2230,"NORWICH CITY SCH DIST",2001,25468,1803,16560,7105,28040,14229,7728,867,4626
"New York",480,"GEORGETOWN-SOUTH OTSELIC CENTRAL SCH",2001,7272,308,5161,1803,8290,3661,2090,196,2098
"New York",988,"OXFORD ACADEMY CTL SCH DIST",2001,10789,448,7850,2491,11590,6334,3101,387,1479
"New York",1844,"SHERBURNE-EARVLVILLE CENTRAL SCH DIS",2001,22621,928,17134,4559,19304,10853,5974,757,1327
"New York",1488,"AUSABLE VALLEY CENTRAL SCHOOL DIST",2001,15361,1233,9374,4754,16969,10766,4606,536,1044
"New York",2137,"BEEKMANTOWN CENTRAL SCH",2001,23357,1194,12246,9917,22826,14216,6367,667,1274
"New York",1634,"NORTHEASTERN CLINTON CENTRAL SCHOOL",2001,18541,937,11252,6352,18545,11625,4834,570,824
"New York",565,"CHAZY UNION FREE SCH DIST",2001,5994,200,3327,2467,5945,3441,1845,150,459
"New York",1218,"NORTHERN ADIRONDACK CENTRAL SCHOOL D",2001,12184,694,8415,3075,15479,7510,3462,334,4173
"New York",2287,"PERU CENTRAL SCH DIST",2001,28080,1149,19284,7647,41314,16488,10281,682,12522
"New York",2137,"PLATTSBURG CITY SCH DIST",2001,26403,1150,14079,11174,27181,16615,7394,706,2100
"New York",1964,"SARANAC CTL SCH DIST",2001,22898,1328,15321,6249,19910,11403,5599,788,1224
"New York",807,"GERMANTOWN CENTRAL SCH",2001,9744,361,4626,4757,13024,5757,2738,217,3690
"New York",1512,"CHATHAM CENTRAL SCH DIST",2001,17821,362,6697,10762,26581,9341,5236,420,10310
"New York",1885,"COPAKE-TACONIC HILLS CENTRAL SCH DIS",2001,28660,898,12609,15153,23665,12474,7272,654,1165
"New York",2406,"HUDSON CITY SCH DIST",2001,31811,2614,17588,11609,27140,17167,8110,1108,88
"New York",2385,"KINDERHOOK CENTRAL SCH DIST",2001,25033,719,14093,10221,26130,13959,7021,677,3609
"New York",635,"NEW LEBANON CTL SCH DIST",2001,9085,327,3175,5583,14379,4967,2842,183,5853
"New York",693,"CINCINNATUS CENTRAL SCH",2001,9425,415,7128,1882,9076,5525,2603,347,396
"New York",640,"MC GRAW CTL SCH DIST",2001,8799,308,6662,1829,13964,4366,2164,237,6777
"New York",2858,"CORTLAND CITY SCH DIST",2001,33242,2278,20408,10556,31548,17580,8728,1606,2507
"New York",2492,"HOMER CENTRAL SCH DIST",2001,24096,1037,15122,7937,23575,14260,7037,602,1676
"New York",1070,"MARATHON CENTRAL SCHOOL DISTRICT",2001,11661,715,8440,2506,14784,6450,2401,371,4940
"New York",160,"ANDES CENTRAL SCH DIST",2001,2719,98,743,1878,2753,1510,838,80,324
"New York",339,"DOWNSVILLE CENTRAL SCHOOL DIST",2001,5681,170,933,4578,5501,3307,1878,135,181
"New York",471,"CHARLOTTE VALLEY CTL SCH",2001,5138,341,3164,1633,6592,3221,1404,204,1571
"New York",1156,"DELHI CENTRAL SCH DIST",2001,12614,581,7992,4041,13617,7827,3944,528,811
"New York",360,"FRANKLIN CENTRAL SCH DIST",2001,4616,218,2975,1423,4254,2304,1389,131,343
"New York",563,"HANCOCK CENTRAL SCH DIST",2001,7986,244,4659,3083,7828,4444,2491,270,450
"New York",557,"MARGARETVILLE CENTRAL SCH DIST",2001,5957,325,2007,3625,6951,3839,1487,258,1324
"New York",355,"ROXBURY CENTRAL SCHOOL DIST",2001,6670,165,3064,3441,6433,3557,1664,166,571
"New York",1462,"SIDNEY CENTRAL SCH DIST",2001,17037,665,10467,5905,19998,9870,4720,476,4172
"New York",481,"STAMFORD CENTRAL SCH DIST",2001,5953,262,3357,2334,6038,3281,1469,241,659
"New York",369,"SOUTH KORTRIGHT CENTRAL SCHOOL DIST",2001,5429,287,2964,2178,5449,3077,1492,184,598
"New York",1190,"WALTON CENTRAL SCH DIST",2001,12694,726,8328,3640,13059,7742,3365,480,986
"New York",9462,"ARLINGTON CENTRAL SCH DIST",2001,91033,1972,36205,52856,90653,55760,25010,2351,4826
"New York",3409,"BEACON CITY SCH DIST",2001,37456,2301,19932,15223,51279,23123,9043,1211,16908
"New York",1820,"DOVER U F SCH DIST",2001,19294,530,9848,8916,18268,10272,5719,594,239
"New York",4611,"HYDE PARK CENTRAL SCH DIST",2001,48462,1701,21105,25656,48782,31219,14091,1220,1575
"New York",944,"NORTHEAST CENTRAL SCH DIST",2001,12648,402,5080,7166,13019,7596,3426,322,1439
"New York",1298,"PAWLING CENTRAL SCH DIST",2001,16688,216,4475,11997,27415,9918,5210,381,11365
"New York",1491,"PINE PLAINS CENTRAL SCH",2001,17453,532,6356,10565,15976,9863,4429,473,1141
"New York",4507,"POUGHKEEPSIE CITY SCH",2001,58851,4686,38135,16030,59575,40053,13057,2161,3674
"New York",1761,"SPACKENKILL UNION FREE SCH DIST",2001,21350,268,4963,16119,21546,13611,6551,523,574
"New York",2339,"RED HOOK CENTRAL SCH DIST",2001,28838,580,14279,13979,29434,15979,6252,467,5565
"New York",1298,"RHINEBECK CENTRAL SCH",2001,15259,527,3533,11199,16402,9448,6126,312,231
"New York",11836,"WAPPINGER CENTRAL SCH DIST",2001,117375,3239,44638,69498,114375,70271,38290,2732,1804
"New York",1182,"MILLBROOK CENTRAL SCH DIST",2001,14812,291,4051,10470,13960,8644,4732,278,71
"New York",2071,"ALDEN CENTRAL SCH DIST",2001,22222,557,12040,9625,22409,12434,6634,938,1565
"New York",10632,"WILLIAMSVILLE CENTRAL SCH",2001,112994,2005,34715,76274,116738,67262,34646,2777,10054
"New York",3935,"SWEET HOME CENTRAL SCH DIST",2001,46772,1297,19320,26155,52274,28695,12842,1449,7708
"New York",2513,"CHEEKTOWAGA CENTRAL SCH DIST",2001,25101,705,8704,15692,24636,14230,8427,599,647
"New York",2531,"CHEEKTOWAGA-MARYVALE UNION FREE SCH",2001,31566,974,15007,15585,33573,18597,8967,638,4198
"New York",1566,"CLEVELAND HILLS U F SCH DIST",2001,19707,779,10236,8692,20916,10011,5616,312,3301
"New York",4534,"CLARENCE CENTRAL SCHOOL DISTRICT",2001,43711,858,15931,26922,44144,25529,12951,1158,2803
"New York",2415,"SPRINGVILLE-GRIFFITH INST CENTRAL SC",2001,24431,690,14239,9502,24173,14073,7660,517,1116
"New York",2498,"DEPEW UNION FREE SCH DIST",2001,30170,847,16089,13234,30223,19347,8580,874,851
"New York",2050,"EAST AURORA UNION FREE SCHOOL DIST",2001,21288,416,7497,13375,19766,11763,6432,340,278
"New York",1858,"EDEN CENTRAL SCH DIST",2001,16998,435,9197,7366,18626,10193,4838,397,2822
"New York",2952,"IROQUOIS CENTRAL SCH DIST",2001,28637,676,12616,15345,29290,16213,8864,454,3020
"New York",3578,"EVANS BRANT CENTRAL SCH DIST",2001,39076,1202,24291,13583,44379,22854,10634,811,8554
"New York",3227,"GRAND ISLAND CENTRAL SCH",2001,31896,603,13448,17845,32555,20276,9482,1236,1306
"New York",5566,"FRONTIER CENTRAL SCH DIST",2001,56697,1555,28478,26664,55119,30755,16106,1991,5259
"New York",4230,"HAMBURG CENTRAL SCH DIST",2001,43047,1018,20720,21309,42167,25745,13571,1262,432
"New York",1390,"HOLLAND CENTRAL SCH DIST",2001,15027,300,9370,5357,19442,7852,3901,412,6145
"New York",9158,"KENMORE-TONAWANDA UF SCHOOL DIST",2001,103526,2838,39273,61415,101005,61135,32399,3789,2087
"New York",2324,"LACKAWANNA CITY SCH DIST",2001,29111,2755,18726,7630,29114,19007,7945,1322,511
"New York",5732,"LANCASTER CENTRAL SCH",2001,59291,1325,26529,31437,56636,29485,18855,1491,4767
"New York",1704,"AKRON CENTRAL SCH DIST",2001,18449,579,11643,6227,21200,10358,5406,514,3986
"New York",731,"NORTH COLLINS CENTRAL SCHOOL DISTRIC",2001,12184,326,7174,4684,20765,5216,2828,183,11405
"New York",5337,"ORCHARD PARK CENTRAL SCH",2001,57388,1188,23526,32674,57064,35042,15892,868,4028
"New York",1492,"CHEEKTOWAGA-SLOAN UNION FREE SCH DIS",2001,18762,570,9835,8357,17401,10566,5450,535,79
"New York",2439,"TONAWANDA CITY SCH DIST",2001,23270,923,13915,8432,26616,14482,9172,685,1865
"New York",7741,"WEST SENECA CTL SCHOOL DIST",2001,76350,2416,39761,34173,79465,46382,24806,1969,4070
"New York",3207,"AMHERST CENTRAL SCHOOL DIST",2001,35395,891,11725,22779,37276,19826,11946,1200,2861
"New York",349,"CROWN POINT CENTRAL SCH",2001,4442,372,3177,893,4221,2560,1201,127,307
"New York",426,"ELIZABETHTOWN LEWIS CENTRAL SCHOOL D",2001,4755,225,2684,1846,5285,3265,1422,140,230
"New York",188,"KEENE CENTRAL SCH DIST",2001,3389,59,588,2742,3681,2007,869,93,436
"New York",157,"MINERVA CENTRAL SCH DIST",2001,3498,71,947,2480,3315,1802,1064,170,131
"New York",871,"MORIAH CENTRAL SCH DIST",2001,9543,768,6934,1841,12654,5456,2419,362,3872
"New York",69,"NEWCOMB CENTRAL SCH DIST",2001,2667,44,287,2336,2551,1300,958,79,214
"New York",918,"LAKE PLACID CENTRAL SCH DIST",2001,10379,366,2491,7522,15878,5884,2773,284,6360
"New York",298,"SCHROON LAKE CENTRAL SCHOOL DIST",2001,4144,211,726,3207,4079,2497,1319,106,124
"New York",1076,"TICONDEROGA CENTRAL SCH DIST",2001,11221,331,5209,5681,11093,7206,3036,318,323
"New York",277,"WESTPORT CENTRAL SCHOOL DIST",2001,3910,220,1626,2064,3766,2444,979,165,45
"New York",391,"WILLSBORO CENTRAL SCH",2001,5420,170,2182,3068,12321,2758,1007,128,7587
"New York",618,"CHATEAUGAY CENTRAL SCH",2001,9450,352,6841,2257,10278,4273,2102,276,2811
"New York",1528,"SALMON RIVER CENTRAL SCH DIST",2001,21862,1570,18112,2180,21485,13027,6232,1140,647
"New York",2602,"MALONE CENTRAL SCH DIST",2001,28276,2133,19253,6890,31617,19635,7873,1069,2625
"New York",867,"BRUSHTON MOIRA CTL SCH",2001,10396,732,8117,1547,12359,6346,2723,386,2801
"New York",1729,"SARANAC LAKE CTL SCHOOL DIST",2001,20101,738,7541,11822,20288,12660,6031,411,700
"New York",1122,"TUPPER LAKE CENTRAL SCHOOL DIST",2001,12724,441,7813,4470,18964,6965,2566,370,7835
"New York",346,"ST REGIS FALLS CENTL SCH DIST",2001,5653,366,3637,1650,13580,2750,1421,182,8411
"New York",1916,"BROADALBIN-PERTH CENTRAL SCHOOL",2001,17814,693,12306,4815,16993,9990,4622,580,1441
"New York",147,"WHEELERVILLE UN FREE SCH DIST",2001,3189,102,1479,1608,2678,1571,710,99,39
"New York",3276,"GLOVERSVILLE CITY SCH",2001,34939,2136,24827,7976,35577,22410,8292,1375,2631
"New York",2223,"JOHNSTOWN CITY SCH DIST",2001,22967,1309,15566,6092,20791,12825,5549,1205,611
"New York",1231,"MAYFIELD CENTRAL SCHOOL DIST",2001,14541,501,9755,4285,19313,7116,3062,284,7667
"New York",566,"NORTHVILLE CENTRAL SCH DIST",2001,6935,282,3431,3222,6650,4351,1876,163,39
"New York",451,"OPPENHEIM EPHRATAH CTL SCHOOL DIST",2001,6151,292,4145,1714,5819,3714,1421,151,328
"New York",1074,"ALEXANDER CENTRAL SCH",2001,12734,344,8893,3497,14406,7566,3156,304,2381
"New York",2726,"BATAVIA CITY SCH DIST",2001,32127,2100,17040,12987,34196,21663,8760,895,2303
"New York",1281,"BRYON BERGEN CENTRAL SCH",2001,15396,471,9751,5174,22347,9053,3749,320,8520
"New York",636,"ELBA CENTRAL SCH DIST",2001,7987,192,5583,2212,14534,3961,1817,418,7619
"New York",1425,"LE ROY CENTRAL SCH DIST",2001,14951,471,9088,5392,15247,8766,4043,368,1646
"New York",1168,"OAKFIELD-ALABAMA CTL SCH DIST",2001,12747,313,9041,3393,12018,7604,3361,294,245
"New York",968,"PAVILION CENTRAL SCHOOL DIST",2001,12295,347,8772,3176,19641,6279,3127,272,8668
"New York",1469,"PEMBROOKE CTL SCH DIST",2001,14690,565,9461,4664,13654,9158,3747,383,263
"New York",1780,"CAIRO-DURHAM CENTRAL SCH DIST",2001,18124,850,10533,6741,20689,9741,4876,531,4506
"New York",1757,"CATSKILL CTL SCH DIST",2001,20259,1263,9128,9868,28442,12268,5339,485,9519
"New York",1622,"COXSACKIE ATHENS CTL SCH DIST",2001,15875,618,8233,7024,19882,8588,5105,510,4493
"New York",1465,"GREENVILLE CTL SCH DIST",2001,15390,567,7576,7247,15392,9120,4525,447,1008
"New York",565,"HUNTER TANNERSVILLE CTL SCH DIST",2001,8200,223,1492,6485,8242,4464,2525,207,962
"New York",542,"WINDHAM ASHLAND JEWETT CENTRAL SCH D",2001,6440,230,1396,4814,6993,3986,2437,168,393
"New York",18,"PISECO COMMON SCH DIST",2001,956,5,56,895,859,334,272,9,69
"New York",224,"INDIAN LAKE CENTRAL SCH",2001,3641,65,564,3012,3424,2121,1037,121,91
"New York",29,"INLET COMMON SCH DIST",2001,628,0,21,607,584,180,174,4,8
"New York",102,"LAKE PLEASANT CENTRAL SCH DIST",2001,2537,72,344,2121,2517,1139,793,87,293
"New York",105,"LONG LAKE CENTRAL SCH DIST",2001,2844,61,268,2515,2729,1832,670,63,152
